kernel_numbers: [16, 32, 64], kernel_size: 3, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 74.07, validation_accuracy = 64.5, test_accuracy = 63.55
kernel_numbers: [32, 64, 128], kernel_size: 3, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 72.87, validation_accuracy = 62.83, test_accuracy = 64.9
kernel_numbers: [16, 32, 64], kernel_size: 3, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 72.85, validation_accuracy = 65.5, test_accuracy = 62.55
kernel_numbers: [16, 64, 128], kernel_size: 3, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 75.76, validation_accuracy = 66.5, test_accuracy = 64.25
kernel_numbers: [16, 32, 128], kernel_size: 3, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 74.78, validation_accuracy = 67.0, test_accuracy = 64.0
kernel_numbers: [32, 64, 128], kernel_size: 3, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 82.98, validation_accuracy = 63.83, test_accuracy = 65.95
kernel_numbers: [16, 32, 64], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 67.52, validation_accuracy = 63.83, test_accuracy = 60.2
kernel_numbers: [16, 64, 128], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 72.57, validation_accuracy = 65.17, test_accuracy = 63.95
kernel_numbers: [16, 32, 128], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 78.26, validation_accuracy = 66.5, test_accuracy = 65.35
kernel_numbers: [32, 64, 128], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 79.39, validation_accuracy = 67.5, test_accuracy = 67.4
kernel_numbers: [16, 32, 64], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 74.85, validation_accuracy = 65.33, test_accuracy = 65.2
kernel_numbers: [16, 64, 128], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 76.41, validation_accuracy = 67.33, test_accuracy = 65.4
kernel_numbers: [16, 32, 128], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 73.74, validation_accuracy = 66.5, test_accuracy = 63.45
kernel_numbers: [32, 64, 128], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 82.56, validation_accuracy = 68.0, test_accuracy = 65.6
kernel_numbers: [16, 32, 64], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 75.94, validation_accuracy = 62.83, test_accuracy = 62.85
kernel_numbers: [16, 64, 128], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 82.41, validation_accuracy = 67.33, test_accuracy = 67.3
kernel_numbers: [16, 32, 128], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 73.46, validation_accuracy = 61.0, test_accuracy = 64.7
kernel_numbers: [32, 64, 128], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 76.15, validation_accuracy = 66.17, test_accuracy = 64.55
kernel_numbers: [16, 32, 64], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 74.91, validation_accuracy = 65.5, test_accuracy = 64.8
kernel_numbers: [16, 64, 128], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 84.85, validation_accuracy = 70.5, test_accuracy = 66.15
kernel_numbers: [16, 32, 128], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 79.5, validation_accuracy = 66.33, test_accuracy = 65.1
kernel_numbers: [32, 64, 128], kernel_size: 3, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 81.87, validation_accuracy = 68.0, test_accuracy = 67.15
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 74.43, validation_accuracy = 67.17, test_accuracy = 63.8
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 77.61, validation_accuracy = 65.83, test_accuracy = 65.05
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 76.39, validation_accuracy = 66.17, test_accuracy = 65.0
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 76.7, validation_accuracy = 64.0, test_accuracy = 61.1
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 69.72, validation_accuracy = 64.67, test_accuracy = 62.15
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 79.54, validation_accuracy = 67.67, test_accuracy = 66.45
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 72.72, validation_accuracy = 65.67, test_accuracy = 63.7
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 79.81, validation_accuracy = 66.5, test_accuracy = 67.05
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 76.67, validation_accuracy = 64.33, test_accuracy = 63.6
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 77.44, validation_accuracy = 66.67, test_accuracy = 64.5
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 91.57, validation_accuracy = 68.5, test_accuracy = 63.45
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 89.26, validation_accuracy = 66.83, test_accuracy = 64.65
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 75.5, validation_accuracy = 66.5, test_accuracy = 65.45
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 77.31, validation_accuracy = 63.83, test_accuracy = 63.9
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 81.43, validation_accuracy = 65.0, test_accuracy = 62.8
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 74.02, validation_accuracy = 64.67, test_accuracy = 62.15
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 71.46, validation_accuracy = 64.5, test_accuracy = 62.55
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 78.35, validation_accuracy = 66.67, test_accuracy = 65.8
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 70.41, validation_accuracy = 65.17, test_accuracy = 65.4
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 73.19, validation_accuracy = 65.17, test_accuracy = 63.4
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 73.65, validation_accuracy = 64.5, test_accuracy = 64.3
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 72.04, validation_accuracy = 65.0, test_accuracy = 64.4
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 72.78, validation_accuracy = 63.67, test_accuracy = 61.95
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 72.98, validation_accuracy = 67.0, test_accuracy = 63.05
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 79.61, validation_accuracy = 66.0, test_accuracy = 63.75
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 76.0, validation_accuracy = 64.17, test_accuracy = 64.8
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 74.8, validation_accuracy = 65.17, test_accuracy = 62.6
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 73.5, validation_accuracy = 61.83, test_accuracy = 64.35
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 82.87, validation_accuracy = 66.0, test_accuracy = 63.65
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 74.93, validation_accuracy = 66.83, test_accuracy = 64.55
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 76.93, validation_accuracy = 64.5, test_accuracy = 60.7
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 84.15, validation_accuracy = 66.0, test_accuracy = 66.95
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 76.22, validation_accuracy = 68.33, test_accuracy = 65.85
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 67.98, validation_accuracy = 61.0, test_accuracy = 61.25
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 73.41, validation_accuracy = 64.33, test_accuracy = 63.1
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 74.39, validation_accuracy = 65.17, test_accuracy = 63.1
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 80.7, validation_accuracy = 66.0, test_accuracy = 62.7
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 71.69, validation_accuracy = 62.83, test_accuracy = 60.85
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 80.7, validation_accuracy = 66.17, test_accuracy = 64.3
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 70.37, validation_accuracy = 62.33, test_accuracy = 61.65
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 69.61, validation_accuracy = 61.5, test_accuracy = 58.8
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 68.69, validation_accuracy = 61.33, test_accuracy = 60.3
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 76.02, validation_accuracy = 64.5, test_accuracy = 61.75
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 87.76, validation_accuracy = 66.5, test_accuracy = 64.4
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 72.06, validation_accuracy = 61.17, test_accuracy = 56.05
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 78.94, validation_accuracy = 63.33, test_accuracy = 62.3
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 66.89, validation_accuracy = 58.83, test_accuracy = 57.1
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 72.67, validation_accuracy = 62.17, test_accuracy = 62.1
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 77.37, validation_accuracy = 64.0, test_accuracy = 62.8
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 80.24, validation_accuracy = 65.5, test_accuracy = 65.05
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 71.89, validation_accuracy = 62.67, test_accuracy = 63.05
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 70.13, validation_accuracy = 61.83, test_accuracy = 61.3
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 75.63, validation_accuracy = 66.83, test_accuracy = 65.4
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 69.83, validation_accuracy = 63.17, test_accuracy = 61.85
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 71.26, validation_accuracy = 63.5, test_accuracy = 61.05
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 79.52, validation_accuracy = 62.33, test_accuracy = 61.45
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 80.54, validation_accuracy = 64.67, test_accuracy = 62.9
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 70.94, validation_accuracy = 62.67, test_accuracy = 62.55
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 68.98, validation_accuracy = 62.33, test_accuracy = 58.3
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 69.98, validation_accuracy = 62.67, test_accuracy = 62.05
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 76.39, validation_accuracy = 64.17, test_accuracy = 62.85
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 79.93, validation_accuracy = 66.17, test_accuracy = 63.1
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 79.76, validation_accuracy = 63.67, test_accuracy = 61.5
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 71.06, validation_accuracy = 61.67, test_accuracy = 60.8
