kernel_numbers: [16, 32, 64], kernel_size: 3, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 77.31, validation_accuracy = 65.5, test_accuracy = 63.85
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 80.3, validation_accuracy = 66.0, test_accuracy = 66.55
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 77.74, validation_accuracy = 64.0, test_accuracy = 63.45
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 78.78, validation_accuracy = 65.67, test_accuracy = 64.65
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 85.57, validation_accuracy = 64.83, test_accuracy = 64.55
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 80.28, validation_accuracy = 66.17, test_accuracy = 64.5
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 79.28, validation_accuracy = 64.5, test_accuracy = 64.55
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 71.06, validation_accuracy = 63.0, test_accuracy = 62.6
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 81.24, validation_accuracy = 66.67, test_accuracy = 65.3
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 84.15, validation_accuracy = 68.33, test_accuracy = 66.45
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 76.61, validation_accuracy = 66.33, test_accuracy = 63.25
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 88.44, validation_accuracy = 70.67, test_accuracy = 67.15
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 72.96, validation_accuracy = 68.33, test_accuracy = 65.1
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 79.13, validation_accuracy = 67.33, test_accuracy = 64.95
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 79.78, validation_accuracy = 67.5, test_accuracy = 64.05
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 74.63, validation_accuracy = 67.33, test_accuracy = 65.15
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 81.33, validation_accuracy = 68.83, test_accuracy = 67.8
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 77.31, validation_accuracy = 64.17, test_accuracy = 62.1
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 81.22, validation_accuracy = 64.83, test_accuracy = 64.2
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 79.48, validation_accuracy = 66.33, test_accuracy = 66.95
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 86.09, validation_accuracy = 68.5, test_accuracy = 67.25
kernel_numbers: [16, 32, 64], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 69.31, validation_accuracy = 63.83, test_accuracy = 61.8
kernel_numbers: [16, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 81.43, validation_accuracy = 65.17, test_accuracy = 65.15
kernel_numbers: [16, 32, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 79.46, validation_accuracy = 64.67, test_accuracy = 64.85
kernel_numbers: [32, 64, 128], kernel_size: 5, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 86.5, validation_accuracy = 65.67, test_accuracy = 66.1
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 76.91, validation_accuracy = 65.83, test_accuracy = 62.9
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 87.63, validation_accuracy = 66.5, test_accuracy = 64.7
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 70.98, validation_accuracy = 63.83, test_accuracy = 64.25
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 71.56, validation_accuracy = 64.17, test_accuracy = 64.4
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 69.94, validation_accuracy = 61.0, test_accuracy = 59.75
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 83.2, validation_accuracy = 66.5, test_accuracy = 64.7
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 68.94, validation_accuracy = 63.5, test_accuracy = 61.15
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 70.89, validation_accuracy = 62.5, test_accuracy = 63.65
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 68.06, validation_accuracy = 59.17, test_accuracy = 59.25
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 66.78, validation_accuracy = 59.5, test_accuracy = 58.5
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 83.96, validation_accuracy = 66.0, test_accuracy = 63.2
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 67.98, validation_accuracy = 62.33, test_accuracy = 59.6
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 76.72, validation_accuracy = 60.33, test_accuracy = 59.75
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 75.96, validation_accuracy = 62.67, test_accuracy = 58.45
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 72.02, validation_accuracy = 62.33, test_accuracy = 59.75
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 1, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 69.89, validation_accuracy = 61.83, test_accuracy = 62.2
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 71.13, validation_accuracy = 61.83, test_accuracy = 62.5
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 79.39, validation_accuracy = 63.17, test_accuracy = 64.85
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 76.54, validation_accuracy = 64.0, test_accuracy = 62.55
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 71.3, validation_accuracy = 63.17, test_accuracy = 61.6
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 77.09, validation_accuracy = 65.67, test_accuracy = 65.75
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 77.56, validation_accuracy = 64.83, test_accuracy = 65.1
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 67.69, validation_accuracy = 61.17, test_accuracy = 60.2
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: avg, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 72.65, validation_accuracy = 63.5, test_accuracy = 60.95
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 74.7, validation_accuracy = 64.33, test_accuracy = 62.25
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 63.96, validation_accuracy = 59.67, test_accuracy = 57.1
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 76.91, validation_accuracy = 65.0, test_accuracy = 61.25
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 128, dropout_enable: False, train_accuracy = 80.24, validation_accuracy = 64.5, test_accuracy = 62.0
kernel_numbers: [16, 32, 64], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 70.59, validation_accuracy = 61.17, test_accuracy = 60.8
kernel_numbers: [16, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 79.2, validation_accuracy = 57.33, test_accuracy = 59.45
kernel_numbers: [16, 32, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 73.94, validation_accuracy = 60.67, test_accuracy = 60.2
kernel_numbers: [32, 64, 128], kernel_size: 7, strides: 2, padding: same, activation: relu, pooling_app: max, pool_size: 2, hidden_layer: 256, dropout_enable: False, train_accuracy = 77.61, validation_accuracy = 63.0, test_accuracy = 63.3
